ClientNum,Throughput,Latency_ms,ValueSize,WriteRatio
60, 5339.600749, 18.000000, 128, 0.5
60, 5852.243239, 16.000000, 128, 0.5
60, 5390.709815, 18.000000, 128, 0.5
80, 5771.404453, 22.000000, 128, 0.5
80, 5313.805865, 23.000000, 128, 0.5
80, 5172.100151, 25.000000, 128, 0.5
80, 4048.396042, 23.000000, 128, 0.5
80, 5346.462260, 23.000000, 128, 0.5
100, 5328.908725, 29.000000, 128, 0.5
100, 5377.868171, 26.000000, 128, 0.5
100, 4922.081874, 31.000000, 128, 0.5
100, 5134.771015, 29.000000, 128, 0.5
100, 5466.592174, 27.000000, 128, 0.5
120, 5515.277180, 33.000000, 128, 0.5
120, 5330.742348, 35.000000, 128, 0.5
120, 5374.188280, 34.000000, 128, 0.5
120, 5208.787708, 36.000000, 128, 0.5
120, 5326.067070, 34.000000, 128, 0.5
140, 5416.645841, 39.000000, 128, 0.5
140, 5079.912998, 42.000000, 128, 0.5
140, 5448.899778, 40.000000, 128, 0.5
140, 5155.497645, 41.000000, 128, 0.5
140, 4756.774261, 44.000000, 128, 0.5
160, 4989.486879, 47.000000, 128, 0.5
160, 5293.097709, 43.000000, 128, 0.5
160, 5111.885881, 48.000000, 128, 0.5
160, 5260.770776, 44.000000, 128, 0.5
160, 5194.004204, 49.000000, 128, 0.5
180, 5131.782172, 55.000000, 128, 0.5
180, 5098.520592, 52.000000, 128, 0.5
180, 5070.680885, 55.000000, 128, 0.5
180, 5259.347542, 52.000000, 128, 0.5
180, 5045.590411, 52.000000, 128, 0.5
200, 5441.985547, 55.000000, 128, 0.5
200, 5175.690657, 59.000000, 128, 0.5
200, 5234.887488, 55.000000, 128, 0.5
200, 5258.904559, 54.000000, 128, 0.5
200, 5147.201469, 56.000000, 128, 0.5
220, 4985.999040, 63.000000, 128, 0.5
220, 4963.048422, 67.000000, 128, 0.5
220, 5018.430223, 66.000000, 128, 0.5
220, 4744.117707, 69.000000, 128, 0.5
220, 4859.850867, 69.000000, 128, 0.5
240, 5161.960783, 72.000000, 128, 0.5
240, 5113.669653, 67.000000, 128, 0.5
240, 4967.551210, 73.000000, 128, 0.5
240, 4868.205601, 76.000000, 128, 0.5
240, 5125.413928, 68.000000, 128, 0.5
